edinet_code,sec_code,filer_name,field,value,precision,source,source_url,source_qid,query,retrieved_at,notes,error
E00377,2215,第一屋製パン株式会社,date_of_establishment,1955-07-22,date,wikidata,https://www.wikidata.org/wiki/Q11602061,Q11602061,,2026-08-15T07:57:14Z,Wikidata P571,
E00378,2216,カンロ株式会社,date_of_establishment,1950-05-06,date,wikidata,https://www.wikidata.org/wiki/Q11295561,Q11295561,,2026-08-15T07:57:14Z,Wikidata P571,
E00380,2208,株式会社ブルボン,date_of_establishment,1924-11-20,date,wikidata,https://www.wikidata.org/wiki/Q11334857,Q11334857,,2026-08-15T07:57:14Z,Wikidata P571,
E00381,2217,モロゾフ株式会社,date_of_establishment,1931,year,wikidata,https://www.wikidata.org/wiki/Q11344650,Q11344650,,2026-08-15T07:57:14Z,Wikidata P571,
E00382,2218,日糧製パン株式会社,date_of_establishment,1946-05-16,date,wikidata,https://www.wikidata.org/wiki/Q11510147,Q11510147,,2026-08-15T07:57:14Z,Wikidata P571,
E00385,2220,亀田製菓株式会社,date_of_establishment,1957-08-26,date,wikidata,https://www.wikidata.org/wiki/Q11371008,Q11371008,,2026-08-15T07:57:14Z,Wikidata P571,
E00386,2221,岩塚製菓株式会社,date_of_establishment,1954-04-27,date,wikidata,https://www.wikidata.org/wiki/Q11474342,Q11474342,,2026-08-15T07:57:14Z,Wikidata P571,
E00387,2222,寿スピリッツ株式会社,date_of_establishment,1952-04-25,date,wikidata,https://www.wikidata.org/wiki/Q11458294,Q11458294,,2026-08-15T07:57:14Z,Wikidata P571,
E00388,2224,株式会社コモ,date_of_establishment,1984-06-18,date,wikidata,https://www.wikidata.org/wiki/Q11302695,Q11302695,,2026-08-15T07:57:14Z,Wikidata P571,
E00389,2226,株式会社湖池屋,date_of_establishment,1977-01-13,date,wikidata,https://www.wikidata.org/wiki/Q11563252,Q11563252,,2026-08-15T07:57:14Z,Wikidata P571,
E00390,3346,ヒロタグループホールディングス株式会社,date_of_establishment,2000-03-07,date,wikidata,https://www.wikidata.org/wiki/Q11187225,Q11187225,,2026-08-15T07:57:14Z,Wikidata P571,
E00393,2501,サッポロビール株式会社,date_of_establishment,1949-09-01,date,wikidata,https://www.wikidata.org/wiki/Q11304809,Q11304809,,2026-08-15T07:57:14Z,Wikidata P571,
E00394,2502,アサヒグループホールディングス株式会社,date_of_establishment,1949,year,wikidata,https://www.wikidata.org/wiki/Q11283168,Q11283168,,2026-08-15T07:57:14Z,Wikidata P571,
E00395,2503,キリンホールディングス株式会社,date_of_establishment,1885,year,wikidata,https://www.wikidata.org/wiki/Q13403399,Q13403399,,2026-08-15T07:57:14Z,Wikidata P571,
E00396,2531,宝ホールディングス株式会社,date_of_establishment,1925,year,wikidata,https://www.wikidata.org/wiki/Q7677258,Q7677258,,2026-08-15T07:57:14Z,Wikidata P571,
E00397,2533,オエノンホールディングス株式会社,date_of_establishment,1924-10-31,date,wikidata,https://www.wikidata.org/wiki/Q11291738,Q11291738,,2026-08-15T07:57:14Z,Wikidata P571,
E00406,2267,株式会社ヤクルト本社,date_of_establishment,1955,year,wikidata,https://www.wikidata.org/wiki/Q16172223,Q16172223,,2026-08-15T07:57:14Z,Wikidata P571,
E00408,2573,北海道コカ・コーラボトリング株式会社,date_of_establishment,1963-01-24,date,wikidata,https://www.wikidata.org/wiki/Q11402473,Q11402473,,2026-08-15T07:57:14Z,Wikidata P571,
E00410,409A,オリオンビール株式会社,date_of_establishment,1957-05-18,date,wikidata,https://www.wikidata.org/wiki/Q7102771,Q7102771,,2026-08-15T07:57:14Z,Wikidata P571,
E00414,2593,株式会社伊藤園,date_of_establishment,1966,year,wikidata,https://www.wikidata.org/wiki/Q3079325,Q3079325,,2026-08-15T07:57:14Z,Wikidata P571,
E00417,2579,コカ・コーラ　ボトラーズジャパンホールディングス株式会社,date_of_establishment,1960-12-20,date,wikidata,https://www.wikidata.org/wiki/Q28685058,Q28685058,,2026-08-15T07:57:14Z,Wikidata P571,
E00422,2551,マルサンアイ株式会社,date_of_establishment,1952-03-07,date,wikidata,https://www.wikidata.org/wiki/Q11341273,Q11341273,,2026-08-15T07:57:14Z,Wikidata P571,
E00424,2590,ダイドーグループホールディングス株式会社,date_of_establishment,1975-01-27,date,wikipedia,https://ja.wikipedia.org/wiki/%E3%83%80%E3%82%A4%E3%83%89%E3%83%BC%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E3%82%B9,,ダイドーグループホールディングス,2026-08-15T07:57:17Z,Wikipedia infobox 設立,
E00428,2602,日清オイリオグループ株式会社,date_of_establishment,1907-03-07,date,wikidata,https://www.wikidata.org/wiki/Q11509644,Q11509644,,2026-08-15T07:57:14Z,Wikidata P571,
E00431,2607,不二製油株式会社,date_of_establishment,2015-10-01,date,wikidata,https://www.wikidata.org/wiki/Q11361557,Q11361557,,2026-08-15T07:57:14Z,Wikidata P571,
E00433,2612,かどや製油株式会社,date_of_establishment,1957-05-02,date,wikidata,https://www.wikidata.org/wiki/Q11263994,Q11263994,,2026-08-15T07:57:14Z,Wikidata P571,
E00434,2613,株式会社Ｊ－オイルミルズ,date_of_establishment,2002-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11225132,Q11225132,,2026-08-15T07:57:14Z,Wikidata P571,
E00435,2801,キッコーマン株式会社,date_of_establishment,1917-12-07,date,wikidata,https://www.wikidata.org/wiki/Q1321815,Q1321815,,2026-08-15T07:57:14Z,Wikidata P571,
E00436,2802,味の素株式会社,date_of_establishment,1917,year,wikidata,https://www.wikidata.org/wiki/Q412826,Q412826,,2026-08-15T07:57:14Z,Wikidata P571,
E00439,2053,中部飼料株式会社,date_of_establishment,1949-03-24,date,wikidata,https://www.wikidata.org/wiki/Q11367348,Q11367348,,2026-08-15T07:57:14Z,Wikidata P571,
E00442,2892,日本食品化工株式会社,date_of_establishment,1948-07-26,date,wikidata,https://www.wikidata.org/wiki/Q11509442,Q11509442,,2026-08-15T07:57:14Z,Wikidata P571,
E00443,2286,林兼産業株式会社,date_of_establishment,1941-01-15,date,wikidata,https://www.wikidata.org/wiki/Q11532863,Q11532863,,2026-08-15T07:57:14Z,Wikidata P571,
E00444,2811,カゴメ株式会社,date_of_establishment,1899,year,wikidata,https://www.wikidata.org/wiki/Q6346618,Q6346618,,2026-08-15T07:57:14Z,Wikidata P571,
E00446,2871,株式会社ニチレイ,date_of_establishment,1942-12-24,date,wikidata,https://www.wikidata.org/wiki/Q4921527,Q4921527,,2026-08-15T07:57:14Z,Wikidata P571,
E00447,2872,株式会社セイヒョー,date_of_establishment,1916-03-12,date,wikidata,https://www.wikidata.org/wiki/Q11314145,Q11314145,,2026-08-15T07:57:14Z,Wikidata P571,
E00448,4229,群栄化学工業株式会社,date_of_establishment,1946-01-23,date,wikidata,https://www.wikidata.org/wiki/Q11609506,Q11609506,,2026-08-15T07:57:14Z,Wikidata P571,
E00452,2805,ヱスビー食品株式会社,date_of_establishment,1940-04-05,date,wikidata,https://www.wikidata.org/wiki/Q11290090,Q11290090,,2026-08-15T07:57:14Z,Wikidata P571,
E00453,2894,石井食品株式会社,date_of_establishment,1945-05-14,date,wikidata,https://www.wikidata.org/wiki/Q11585148,Q11585148,,2026-08-15T07:57:14Z,Wikidata P571,
E00454,2055,日和産業株式会社,date_of_establishment,1924-08-05,date,wikidata,https://www.wikidata.org/wiki/Q11505199,Q11505199,,2026-08-15T07:57:14Z,Wikidata P571,
E00456,8006,ユアサ・フナショク株式会社,date_of_establishment,1937-01-18,date,wikidata,https://www.wikidata.org/wiki/Q11345518,Q11345518,,2026-08-15T07:57:14Z,Wikidata P571,
E00457,2897,日清食品ホールディングス株式会社,date_of_establishment,1948-09-04,date,wikidata,https://www.wikidata.org/wiki/Q18341667,Q18341667,,2026-08-15T07:57:14Z,Wikidata P571,
E00458,2288,丸大食品株式会社,date_of_establishment,1958-06-10,date,wikidata,https://www.wikidata.org/wiki/Q11368085,Q11368085,,2026-08-15T07:57:14Z,Wikidata P571,
E00461,2875,東洋水産株式会社,date_of_establishment,1953,year,wikidata,https://www.wikidata.org/wiki/Q7830633,Q7830633,,2026-08-15T07:57:14Z,Wikidata P571,
E00462,2810,ハウス食品グループ本社株式会社,date_of_establishment,1947-06-07,date,wikidata,https://www.wikidata.org/wiki/Q16143436,Q16143436,,2026-08-15T07:57:14Z,Wikidata P571,
E00464,2809,キユーピー株式会社,date_of_establishment,1919-11-30,date,wikidata,https://www.wikidata.org/wiki/Q11297548,Q11297548,,2026-08-15T07:57:14Z,Wikidata P571,
E00465,2806,ユタカフーズ株式会社,date_of_establishment,1944-10-21,date,wikidata,https://www.wikidata.org/wiki/Q11345600,Q11345600,,2026-08-15T07:57:14Z,Wikidata P571,
E00466,2804,ブルドックソース株式会社,date_of_establishment,1926-09-21,date,wikidata,https://www.wikidata.org/wiki/Q11334844,Q11334844,,2026-08-15T07:57:14Z,Wikidata P571,
E00467,250A,シマダヤ株式会社,date_of_establishment,1949-03,month,wikidata,https://www.wikidata.org/wiki/Q11307540,Q11307540,,2026-08-15T07:57:14Z,Wikidata P571,
E00471,2901,株式会社ウェルディッシュ,date_of_establishment,1957-10-10,date,wikidata,https://www.wikidata.org/wiki/Q11585421,Q11585421,,2026-08-15T07:57:14Z,Wikidata P571,
E00472,2902,太陽化学株式会社,date_of_establishment,1948-01-28,date,wikidata,https://www.wikidata.org/wiki/Q11444687,Q11444687,,2026-08-15T07:57:14Z,Wikidata P571,
E00473,2903,シノブフーズ株式会社,date_of_establishment,1971-05-01,date,wikidata,https://www.wikidata.org/wiki/Q17212508,Q17212508,,2026-08-15T07:57:14Z,Wikidata P571,
E00476,2904,一正蒲鉾株式会社,date_of_establishment,1965-01-22,date,wikidata,https://www.wikidata.org/wiki/Q11352915,Q11352915,,2026-08-15T07:57:14Z,Wikidata P571,
E00478,2813,和弘食品株式会社,date_of_establishment,1964-03-30,date,wikidata,https://www.wikidata.org/wiki/Q11417253,Q11417253,,2026-08-15T07:57:14Z,Wikidata P571,
E00480,2907,株式会社あじかん,date_of_establishment,1965-03-19,date,wikidata,https://www.wikidata.org/wiki/Q11257401,Q11257401,,2026-08-15T07:57:14Z,Wikidata P571,
E00481,2908,フジッコ株式会社,date_of_establishment,1960-11-07,date,wikidata,https://www.wikidata.org/wiki/Q11333152,Q11333152,,2026-08-15T07:57:14Z,Wikidata P571,
E00482,2910,株式会社ロック・フィールド,date_of_establishment,1972-06-08,date,wikidata,https://www.wikidata.org/wiki/Q11350465,Q11350465,,2026-08-15T07:57:14Z,Wikidata P571,
E00484,2814,佐藤食品工業株式会社,date_of_establishment,1954-10-21,date,wikidata,https://www.wikidata.org/wiki/Q11384565,Q11384565,,2026-08-15T07:57:14Z,Wikidata P571,
E00486,2815,アリアケジャパン株式会社,date_of_establishment,1978-05-02,date,wikidata,https://www.wikidata.org/wiki/Q2861158,Q2861158,,2026-08-15T07:57:14Z,Wikidata P571,
E00487,2911,旭松食品株式会社,date_of_establishment,1950-12-19,date,wikidata,https://www.wikidata.org/wiki/Q11511816,Q11511816,,2026-08-15T07:57:14Z,Wikidata P571,
E00488,2876,株式会社デルソーレ,date_of_establishment,1964-11-19,date,wikidata,https://www.wikidata.org/wiki/Q21019040,Q21019040,,2026-08-15T07:57:14Z,Wikidata P571,
E00491,2594,キーコーヒー株式会社,date_of_establishment,1952-10-16,date,wikidata,https://www.wikidata.org/wiki/Q11298005,Q11298005,,2026-08-15T07:57:14Z,Wikidata P571,
E00492,2914,日本たばこ産業株式会社,date_of_establishment,1985-04-01,date,wikidata,https://www.wikidata.org/wiki/Q898568,Q898568,,2026-08-15T07:57:14Z,Wikidata P571,
E00493,2915,ケンコーマヨネーズ株式会社,date_of_establishment,1958-03-01,date,wikidata,https://www.wikidata.org/wiki/Q11301272,Q11301272,,2026-08-15T07:57:14Z,Wikidata P571,
E00494,2916,仙波糖化工業株式会社,date_of_establishment,1947-07-01,date,wikidata,https://www.wikidata.org/wiki/Q11378139,Q11378139,,2026-08-15T07:57:14Z,Wikidata P571,
E00495,2917,株式会社大森屋,date_of_establishment,1955-03-05,date,wikidata,https://www.wikidata.org/wiki/Q11436348,Q11436348,,2026-08-15T07:57:14Z,Wikidata P571,
E00496,2918,わらべや日洋ホールディングス株式会社,date_of_establishment,1964-03-18,date,wikidata,https://www.wikidata.org/wiki/Q11281938,Q11281938,,2026-08-15T07:57:14Z,Wikidata P571,
E00497,2919,株式会社　マルタイ,date_of_establishment,1963-12,month,wikidata,https://www.wikidata.org/wiki/Q11341315,Q11341315,,2026-08-15T07:57:14Z,Wikidata P571,
E00498,2877,日東ベスト株式会社,date_of_establishment,1948-07-16,date,wikidata,https://www.wikidata.org/wiki/Q11509499,Q11509499,,2026-08-15T07:57:14Z,Wikidata P571,
E00501,2816,株式会社ダイショー,date_of_establishment,1966-12,month,wikidata,https://www.wikidata.org/wiki/Q11316770,Q11316770,,2026-08-15T07:57:14Z,Wikidata P571,
E00502,2058,株式会社ヒガシマル,date_of_establishment,1979-10-02,date,wikidata,https://www.wikidata.org/wiki/Q11329963,Q11329963,,2026-08-15T07:57:14Z,Wikidata P571,
E00505,2597,株式会社ユニカフェ,date_of_establishment,1972-11-07,date,wikidata,https://www.wikidata.org/wiki/Q11345654,Q11345654,,2026-08-15T07:57:14Z,Wikidata P571,
E00506,2922,株式会社なとり,date_of_establishment,1948-06-11,date,wikidata,https://www.wikidata.org/wiki/Q17227064,Q17227064,,2026-08-15T07:57:14Z,Wikidata P571,
E00508,2831,はごろもフーズ株式会社,date_of_establishment,1947-07-28,date,wikidata,https://www.wikidata.org/wiki/Q11275409,Q11275409,,2026-08-15T07:57:14Z,Wikidata P571,
E00510,2923,サトウ食品株式会社,date_of_establishment,1961-04-15,date,wikidata,https://www.wikidata.org/wiki/Q11384566,Q11384566,,2026-08-15T07:57:14Z,Wikidata P571,
E00511,2924,イフジ産業株式会社,date_of_establishment,1972-10-03,date,wikidata,https://www.wikidata.org/wiki/Q11286953,Q11286953,,2026-08-15T07:57:14Z,Wikidata P571,
E00513,2818,株式会社ピエトロ,date_of_establishment,1985-07-29,date,wikidata,https://www.wikidata.org/wiki/Q11331340,Q11331340,,2026-08-15T07:57:14Z,Wikidata P571,
E00514,2819,エバラ食品工業株式会社,date_of_establishment,1958-05-09,date,wikidata,https://www.wikidata.org/wiki/Q11290491,Q11290491,,2026-08-15T07:57:14Z,Wikidata P571,
E00515,2926,株式会社　篠崎屋,date_of_establishment,1995-10-01,date,wikidata,https://www.wikidata.org/wiki/Q11603736,Q11603736,,2026-08-15T07:57:14Z,Wikidata P571,
E00518,2928,ＲＩＺＡＰグループ株式会社,date_of_establishment,2003-04-10,date,wikidata,https://www.wikidata.org/wiki/Q27016944,Q27016944,,2026-08-15T07:57:14Z,Wikidata P571,
E00520,3002,グンゼ株式会社,date_of_establishment,1896-08-10,date,wikidata,https://www.wikidata.org/wiki/Q11300938,Q11300938,,2026-08-15T07:57:14Z,Wikidata P571,
E00521,3010,ポラリス・ホールディングス株式会社,date_of_establishment,1912-09-20,date,wikidata,https://www.wikidata.org/wiki/Q11385568,Q11385568,,2026-08-15T07:57:14Z,Wikidata P571,
E00523,3003,ヒューリック株式会社,date_of_establishment,1957-03-26,date,wikidata,https://www.wikidata.org/wiki/Q11330273,Q11330273,,2026-08-15T07:57:14Z,Wikidata P571,
E00524,3001,片倉工業株式会社,date_of_establishment,1943,year,wikidata,https://www.wikidata.org/wiki/Q11569525,Q11569525,,2026-08-15T07:57:14Z,Wikidata P571,
E00525,3101,東洋紡株式会社,date_of_establishment,1882-05,month,wikidata,https://www.wikidata.org/wiki/Q7830642,Q7830642,,2026-08-15T07:57:14Z,Wikidata P571,
E00527,3103,ユニチカ株式会社,date_of_establishment,1889-06-19,date,wikidata,https://www.wikidata.org/wiki/Q7893684,Q7893684,,2026-08-15T07:57:14Z,Wikidata P571,
E00528,3106,倉敷紡績株式会社,date_of_establishment,1888-03-09,date,wikidata,https://www.wikidata.org/wiki/Q11386769,Q11386769,,2026-08-15T07:57:14Z,Wikidata P571,
E00529,3107,ダイワボウホールディングス株式会社,date_of_establishment,1941-04-01,date,wikidata,https://www.wikidata.org/wiki/Q11317061,Q11317061,,2026-08-15T07:57:14Z,Wikidata P571,
E00530,3109,シキボウ株式会社,date_of_establishment,1892-08-05,date,wikidata,https://www.wikidata.org/wiki/Q11307076,Q11307076,,2026-08-15T07:57:14Z,Wikidata P571,
E00531,3111,オーミケンシ株式会社,date_of_establishment,1917-08-13,date,wikidata,https://www.wikidata.org/wiki/Q11293509,Q11293509,,2026-08-15T07:57:14Z,Wikidata P571,
E00534,3123,サイボー株式会社,date_of_establishment,1948-06-15,date,wikidata,https://www.wikidata.org/wiki/Q11304210,Q11304210,,2026-08-15T07:57:14Z,Wikidata P571,
E00540,3116,トヨタ紡織株式会社,date_of_establishment,1918-01,month,wikidata,https://www.wikidata.org/wiki/Q7830755,Q7830755,,2026-08-15T07:57:14Z,Wikidata P571,
E00541,3113,株式会社ＵＮＩＶＡ・Ｏａｋホールディングス,date_of_establishment,1918-03-01,date,wikidata,https://www.wikidata.org/wiki/Q17989571,Q17989571,,2026-08-15T07:57:14Z,Wikidata P571,
E00542,3110,日東紡績株式会社,date_of_establishment,1918-04-22,date,wikidata,https://www.wikidata.org/wiki/Q7041568,Q7041568,,2026-08-15T07:57:14Z,Wikidata P571,
E00543,3104,富士紡ホールディングス株式会社,date_of_establishment,1896-03-24,date,wikidata,https://www.wikidata.org/wiki/Q11456123,Q11456123,,2026-08-15T07:57:14Z,Wikidata P571,
E00544,3105,日清紡ホールディングス株式会社,date_of_establishment,1907,year,wikidata,https://www.wikidata.org/wiki/Q7041115,Q7041115,,2026-08-15T07:57:14Z,Wikidata P571,
E00545,3121,マーチャント・バンカーズ株式会社,date_of_establishment,1947-03-17,date,wikidata,https://www.wikidata.org/wiki/Q17210978,Q17210978,,2026-08-15T07:57:14Z,Wikidata P571,
E00547,3202,ダイトウボウ株式会社,date_of_establishment,1896-02-27,date,wikidata,https://www.wikidata.org/wiki/Q11436163,Q11436163,,2026-08-15T07:57:14Z,Wikidata P571,
E00550,3205,株式会社ダイドーリミテッド,date_of_establishment,1949-10-17,date,wikidata,https://www.wikidata.org/wiki/Q11316816,Q11316816,,2026-08-15T07:57:14Z,Wikidata P571,
E00552,3201,日本毛織株式会社,date_of_establishment,1896-12-03,date,wikidata,https://www.wikidata.org/wiki/Q11508417,Q11508417,,2026-08-15T07:57:14Z,Wikidata P571,
E00556,3204,株式会社トーア紡コーポレーション,date_of_establishment,2003-06-12,date,wikidata,https://www.wikidata.org/wiki/Q11322300,Q11322300,,2026-08-15T07:57:14Z,Wikidata P571,
E00558,3306,日本製麻株式会社,date_of_establishment,1947-02-24,date,wikidata,https://www.wikidata.org/wiki/Q11509082,Q11509082,,2026-08-15T07:57:14Z,Wikidata P571,
E00559,3302,帝国繊維株式会社,date_of_establishment,1950-07-01,date,wikidata,https://www.wikidata.org/wiki/Q17216987,Q17216987,,2026-08-15T07:57:14Z,Wikidata P571,
E00562,3569,セーレン株式会社,date_of_establishment,1923,year,wikidata,https://www.wikidata.org/wiki/Q13417155,Q13417155,,2026-08-15T07:57:14Z,Wikidata P571,
E00563,3577,東海染工株式会社,date_of_establishment,1941-03-01,date,wikidata,https://www.wikidata.org/wiki/Q11527922,Q11527922,,2026-08-15T07:57:14Z,Wikidata P571,
